id,created_at,quando,estabelecimento,valor,detalhes,tipo,userid,category_id,account_id,status,metodo,fatura_id
3216,2025-12-28 04:58:39.840525+00,20/01/2025,PIX TRANSF  RAPHAEL18/01,-53,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3217,2025-12-28 04:58:39.840525+00,20/01/2025,PIX TRANSF  MARIANA20/01,-14,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3218,2025-12-28 04:58:39.840525+00,21/01/2025,PIX TRANSF  JANAINA21/01,-150,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3219,2025-12-28 04:58:39.840525+00,27/01/2025,INT ITAU BLACK,-49.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3220,2025-12-28 04:58:39.840525+00,27/01/2025,INT MC BLACK,-3205.82,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3221,2025-12-28 04:58:39.840525+00,27/01/2025,PIX TRANSF  THAMIRE26/01,-250,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a322d63f-1e05-4ecf-a91b-bc4407190c8a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3222,2025-12-28 04:58:39.840525+00,27/01/2025,PIX QRS PORTOSEG SA26/01,-233.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3223,2025-12-28 04:58:39.840525+00,27/01/2025,PIX QRS MERCADO PAG26/01,-521.3,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3224,2025-12-28 04:58:39.840525+00,27/01/2025,SAQUE DIN ATM BIOME00140,-40,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,62b5839d-37ef-4c03-8762-64b67a6f92d1,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3225,2025-12-28 04:58:39.840525+00,27/01/2025,DI  APLICACAO CDB,-3100,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3226,2025-12-28 04:58:39.840525+00,27/01/2025,PGTO ITAU ITAU-K6763141,51.4,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3227,2025-12-28 04:58:39.840525+00,27/01/2025,PGTO ITAU ITAU-K6763106,49.94,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3228,2025-12-28 04:58:39.840525+00,27/01/2025,FOLHA PAGAMENTO MENSAL,7038.73,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3229,2025-12-28 04:58:39.840525+00,27/01/2025,PGTO ITAU ITAU-K6763178,49.94,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3230,2025-12-28 04:58:39.840525+00,27/01/2025,REND PAGO APLIC AUT MAIS,0.01,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3231,2025-12-28 04:58:39.840525+00,28/01/2025,PIX TRANSF  SERGIO 28/01,-35,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,f8d483c3-f001-4e7b-8190-8712efad946f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3232,2025-12-28 04:58:39.840525+00,29/01/2025,DI  RESGATE CDB,1700.54,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3233,2025-12-28 04:58:39.840525+00,29/01/2025,PIX TRANSF  CLINICA29/01,-1650,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3234,2025-12-28 04:58:39.840525+00,03/02/2025,PIX TRANSF LINCOLN02/02,800,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,f085b41a-4f63-45ce-ade8-110f1ee1a04f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3235,2025-12-28 04:58:39.840525+00,03/02/2025,INT IPVA-SPDGY6G95PARC02,-797.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,731e5ac5-e383-47e3-a2d8-88549cdfedac,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3236,2025-12-28 04:58:39.840525+00,04/02/2025,PIX TRANSF Pedro H04/02,100,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3237,2025-12-28 04:58:39.840525+00,05/02/2025,PIX TRANSF LINCOLN05/02,300,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,f085b41a-4f63-45ce-ade8-110f1ee1a04f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3238,2025-12-28 04:58:39.840525+00,05/02/2025,PIX TRANSF TANIA Y05/02,-300,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3239,2025-12-28 04:58:39.840525+00,10/02/2025,INT ITAU BLACK,-49.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3240,2025-12-28 04:58:39.840525+00,10/02/2025,PGTO ITAU ITAU-K7051695,88.56,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3241,2025-12-28 04:58:39.840525+00,10/02/2025,PGTO ITAU ITAU-K7024799,92.33,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3242,2025-12-28 04:58:39.840525+00,10/02/2025,SEGURO CARTAO,-25,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,591cce5b-dd4d-4124-934e-4dcadd17e66d,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3243,2025-12-28 04:58:39.840525+00,13/02/2025,PIX TRANSF BRUNA A13/02,-25,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3244,2025-12-28 04:58:39.840525+00,13/02/2025,PIX TRANSF FABIANA13/02,-15.71,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3245,2025-12-28 04:58:39.840525+00,13/02/2025,PIX TRANSF FABIANA13/02,-60.3,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3246,2025-12-28 04:58:39.840525+00,17/02/2025,COR JUROS RF,174.21,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3247,2025-12-28 04:58:39.840525+00,17/02/2025,COR AMORTIZACAO - RF,201.72,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3248,2025-12-28 04:58:39.840525+00,17/02/2025,COR AMORTIZACAO - RF,11.73,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3249,2025-12-28 04:58:39.840525+00,18/02/2025,PIX TRANSF Sergio 18/02,-35,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,f8d483c3-f001-4e7b-8190-8712efad946f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3250,2025-12-28 04:58:39.840525+00,19/02/2025,PIX TRANSF BRUNA A19/02,-27.62,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3251,2025-12-28 04:58:39.840525+00,19/02/2025,PAY SHOPP 19/02 SHOPPING DO REAL,-11,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3252,2025-12-28 04:58:39.840525+00,20/02/2025,PIX QRS PORTOSEG SA20/02,-233.67,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3253,2025-12-28 04:58:39.840525+00,20/02/2025,PIX TRANSF AVENUE 20/02,-200,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3254,2025-12-28 04:58:39.840525+00,20/02/2025,REND PAGO APLIC AUT MAIS,0.01,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3255,2025-12-28 04:58:39.840525+00,25/02/2025,PIX QRS PETER ZI CO25/02,-12,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3256,2025-12-28 04:58:39.840525+00,27/02/2025,INT MC BLACK,-3999.81,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3257,2025-12-28 04:58:39.840525+00,27/02/2025,PIX QRS MERCADO PAG27/02,-575.09,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3258,2025-12-28 04:58:39.840525+00,27/02/2025,PIX TRANSF Thamire27/02,-250,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a322d63f-1e05-4ecf-a91b-bc4407190c8a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3259,2025-12-28 04:58:39.840525+00,27/02/2025,PIX TRANSF LINCOLN27/02,3762.96,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,f085b41a-4f63-45ce-ade8-110f1ee1a04f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3260,2025-12-28 04:58:39.840525+00,27/02/2025,FOLHA PAGAMENTO MENSAL,7026.86,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3261,2025-12-28 04:58:39.840525+00,28/02/2025,APLICACAO CDB DI,-43600,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3262,2025-12-28 04:58:39.840525+00,28/02/2025,PIX TRANSF JANAINA28/02,1000,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3263,2025-12-28 04:58:39.840525+00,28/02/2025,APLICACAO CDB COFRINHOS,-1000,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3264,2025-12-28 04:58:39.840525+00,28/02/2025,INT IPVA-SPDGY6G95PARC03,-797.26,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,731e5ac5-e383-47e3-a2d8-88549cdfedac,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3265,2025-12-28 04:58:39.840525+00,28/02/2025,FOLHA DE PARTICIPACAO,38456.11,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,8d498f29-a477-46b9-9f33-b11ebf640b0a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3266,2025-12-28 04:58:39.840525+00,05/03/2025,INT PRE-PAGOXXXXX  2135,-25,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3267,2025-12-28 04:58:39.840525+00,05/03/2025,PIX TRANSF  ANDREA 01/03,25,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3268,2025-12-28 04:58:39.840525+00,06/03/2025,DI  RESGATE CDB,450.4,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3269,2025-12-28 04:58:39.840525+00,06/03/2025,PIX TRANSF  TANIA Y06/03,-450,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,18cbbf25-6142-4bcf-937d-5927c853ac9a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3270,2025-12-28 04:58:39.840525+00,06/03/2025,PIX TRANSF  SERGIO 06/03,-35,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,f8d483c3-f001-4e7b-8190-8712efad946f,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3271,2025-12-28 04:58:39.840525+00,07/03/2025,DI  RESGATE CDB,50.52,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3272,2025-12-28 04:58:39.840525+00,10/03/2025,SEGURO CARTAO,-25,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,591cce5b-dd4d-4124-934e-4dcadd17e66d,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3273,2025-12-28 04:58:39.840525+00,11/03/2025,DI  RESGATE CDB,50.56,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3274,2025-12-28 04:58:39.840525+00,11/03/2025,PIX TRANSF  HELIO D11/03,-55.96,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3275,2025-12-28 04:58:39.840525+00,11/03/2025,SAQUE DIN ATM BIOME00092,-40,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,62b5839d-37ef-4c03-8762-64b67a6f92d1,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3276,2025-12-28 04:58:39.840525+00,12/03/2025,DI  RESGATE CDB,115.3,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3277,2025-12-28 04:58:39.840525+00,12/03/2025,PIX TRANSF  FABIANA12/03,-35.72,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3278,2025-12-28 04:58:39.840525+00,12/03/2025,PIX QRS RECEITA FED12/03,-76.9,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3279,2025-12-28 04:58:39.840525+00,12/03/2025,DI  RESGATE CDB,1125.69,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3280,2025-12-28 04:58:39.840525+00,12/03/2025,PIX QRS MAGAZINE LU12/03,-1124.22,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3281,2025-12-28 04:58:39.840525+00,14/03/2025,PGTO ITAU ITAU-K7513154,90.37,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3282,2025-12-28 04:58:39.840525+00,17/03/2025,COR JUROS RF,135.29,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,97d6c354-a30d-4904-b648-419a8d50459b,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3283,2025-12-28 04:58:39.840525+00,17/03/2025,COR AMORTIZACAO - RF,254.56,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3284,2025-12-28 04:58:39.840525+00,17/03/2025,PGTO ITAU ITAU-K7598545,88.18,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,5d2b220a-c76c-4a40-b27c-8603b0ef20dc,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3285,2025-12-28 04:58:39.840525+00,18/03/2025,PIX TRANSF  AVENUE 18/03,-500,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a960566a-1436-42aa-8932-6ca576710bb5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3286,2025-12-28 04:58:39.840525+00,19/03/2025,RSCSS-FARMACONDE -19/03,-56.85,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,08f3cb8c-5232-4e40-b1db-13cc4a08b4a4,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3287,2025-12-28 04:58:39.840525+00,20/03/2025,PIX TRANSF  FABIANA20/03,-10.58,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3288,2025-12-28 04:58:39.840525+00,20/03/2025,DI  RESGATE CDB,50.69,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3289,2025-12-28 04:58:39.840525+00,20/03/2025,PIX TRANSF  MARIANA20/03,-47.47,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,b2432a60-172c-441c-a73c-c62d40f1028e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3290,2025-12-28 04:58:39.840525+00,21/03/2025,DI  RESGATE CDB,119.67,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3291,2025-12-28 04:58:39.840525+00,21/03/2025,PIX QRS SAFETOPAY I21/03,-119,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,e47eb18a-a8ba-48c0-a91b-a8a69607b6f5,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3292,2025-12-28 04:58:39.840525+00,24/03/2025,PIX TRANSF  JOSE EL23/03,-500,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,1dc7f06c-288f-4447-8cb6-c1bb991235a6,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3293,2025-12-28 04:58:39.840525+00,24/03/2025,DI  RESGATE CDB,500.17,,receita,ab8d364a-e1be-4759-8dd8-0f7301afc405,a6f76f77-dd69-4199-9d99-aa01b2d8b4dd,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3294,2025-12-28 04:58:39.840525+00,27/03/2025,PIX TRANSF  HELIO D27/03,-35,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,0b0f2cb1-a809-4789-b700-ad9e616f925e,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3295,2025-12-28 04:58:39.840525+00,27/03/2025,PIX TRANSF  THAMIRE27/03,-250,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,a322d63f-1e05-4ecf-a91b-bc4407190c8a,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
3296,2025-12-28 04:58:39.840525+00,27/03/2025,INT MC BLACK,-3684.07,,despesa,ab8d364a-e1be-4759-8dd8-0f7301afc405,925acfd0-a8f8-49f2-b965-74a2995dd673,1dd3e6b0-9ae3-4d5b-a56e-da4a7b6c6f08,,,
